Standard Stats 2025-2026 Aston Villa: Premier League 
GlossaryToggle Per90 Stats
Playing Time	Performance	Per 90 Minutes	
Player	Nation	Pos	Age	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
Victor Lindelöf	se SWE	DF	31-214	12	6	578	6.4	0	1	1	0	0	0	0	0	0.00	0.16	0.16	0.00	0.16	Matches
Donyell Malen	nl NED	FW,MF	27-038	21	5	656	7.3	4	1	5	4	0	0	0	0	0.55	0.14	0.69	0.55	0.69	Matches
Marco Bizot	nl NED	GK	34-343	5	4	405	4.5	0	0	0	0	0	0	2	0	0.00	0.00	0.00	0.00	0.00	Matches
Douglas Luiz	br BRA	MF	27-283	3	3	249	2.8	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
Harvey Elliott	eng ENG	MF	22-318	4	1	112	1.2	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
Tammy Abraham	eng ENG	FW	28-137	3	1	111	1.2	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
Ross Barkley	eng ENG	MF	32-073	9	0	166	1.8	1	0	1	1	0	0	0	0	0.54	0.00	0.54	0.54	0.54	Matches
Leon Bailey	jm JAM	FW,MF	28-191	4	0	133	1.5	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
Playing Time	Performance	Per 90 Minutes	
Player	Nation	Pos	Age	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
Andrés García	es ESP	DF	23-009	2	0	31	0.3	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
George Hemmings	eng ENG	MF	18-349	2	0	27	0.3	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
Bradley Burrowes	eng ENG	MF	17-349	1	0	17	0.2	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
Alysson Edward	br BRA	MF	19-287	1	0	16	0.2	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
Jamaldeen Jimoh	eng ENG	MF	19-137	1	0	9	0.1	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
Benjamin Broggio	eng ENG	FW	19-018	0	0																Matches
Theodore Carroll	eng ENG	MF	18-331	0	0																Matches
Ronnie Hollingshead	wls WAL	GK	21-160	0	0																Matches
Samuel Iling-Junior	eng ENG	MF	22-135	0	0																Matches
Travis Patterson	eng ENG	DF	20-133	0	0																Matches
Sam Proctor	eng ENG	GK	19-057	0	0																Matches
Leon Routh	eng ENG	DF	18-078	0	0																Matches
Triston Rowe	eng ENG	DF	19-274	0	0																Matches
James Wright	eng ENG	GK	21-076	0	0																Matches
Squad Total			28.4	26	286	2,340	26.0	35	27	62	35	0	0	38	1	1.35	1.04	2.38	1.35	2.38	
Opponent Total			26.6	26	286	2,340	26.0	26	16	42	25	1	2	62	2	1.00	0.62	1.62	0.96	1.58	
Totals may not be complete for all senior-level play, see coverage note.

